municipio;codEstacao;uf;nomeEstacao;latitude;longitude;offset;datahora;sensor;valorMedida
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-01 22:00:00.0;nível;8,17
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-01 22:10:00.0;chuva;0,00
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-01 23:00:00.0;nível;8,17
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-01 23:10:00.0;chuva;0,00
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-02 00:00:00.0;nível;8,17
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-02 00:10:00.0;chuva;0,00
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-02 01:00:00.0;nível;8,17
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-02 01:10:00.0;chuva;0,00
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-02 02:00:00.0;nível;8,17
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-02 02:10:00.0;chuva;0,00
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-02 03:00:00.0;nível;8,17
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-02 03:10:00.0;chuva;0,00
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-02 04:00:00.0;nível;8,17
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-02 04:10:00.0;chuva;0,00
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-02 05:00:00.0;nível;8,17
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-02 05:10:00.0;chuva;0,00
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-02 06:00:00.0;nível;8,14
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-02 06:10:00.0;chuva;0,00
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-02 07:00:00.0;nível;8,07
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-02 07:10:00.0;chuva;0,00
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-02 08:00:00.0;nível;8,05
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-02 08:10:00.0;chuva;0,00
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-02 09:00:00.0;nível;8,05
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-02 09:10:00.0;chuva;0,00
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-02 10:00:00.0;nível;8,00
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-02 10:10:00.0;chuva;0,00
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-02 10:20:00.0;nível;7,87
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-02 11:00:00.0;nível;7,84
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-02 11:10:00.0;chuva;0,00
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-02 12:00:00.0;nível;7,95
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-02 12:10:00.0;chuva;0,00
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-02 13:00:00.0;nível;8,00
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-02 13:10:00.0;chuva;0,00
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-02 14:00:00.0;nível;7,95
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-02 14:10:00.0;chuva;0,00
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-02 15:00:00.0;nível;7,94
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-02 15:10:00.0;chuva;0,00
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-02 16:00:00.0;nível;7,96
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-02 16:10:00.0;chuva;0,00
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-02 17:00:00.0;nível;7,86
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-02 17:10:00.0;chuva;0,00
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-02 18:00:00.0;nível;7,88
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-02 18:10:00.0;chuva;0,00
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-02 19:00:00.0;nível;7,96
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-02 19:10:00.0;chuva;0,00
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-02 20:00:00.0;nível;8,00
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-02 20:10:00.0;chuva;0,00
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-02 21:00:00.0;nível;8,00
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-02 21:10:00.0;chuva;0,00
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-02 22:00:00.0;nível;8,00
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-02 22:10:00.0;chuva;0,00
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-02 23:00:00.0;nível;8,02
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-02 23:10:00.0;chuva;0,00
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-03 00:00:00.0;nível;8,03
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-03 00:10:00.0;chuva;0,00
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-03 01:00:00.0;nível;8,04
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-03 01:10:00.0;chuva;0,00
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-03 02:00:00.0;nível;8,05
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-03 02:10:00.0;chuva;0,00
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-03 03:00:00.0;nível;8,06
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-03 03:10:00.0;chuva;0,00
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-03 04:00:00.0;nível;8,07
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-03 04:10:00.0;chuva;0,00
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-03 05:00:00.0;nível;8,07
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-03 05:10:00.0;chuva;0,00
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-03 06:00:00.0;nível;8,08
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-03 06:10:00.0;chuva;0,00
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-03 07:00:00.0;nível;8,08
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-03 07:10:00.0;chuva;0,00
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-03 08:00:00.0;nível;8,09
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-03 08:10:00.0;chuva;0,00
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-03 09:00:00.0;nível;8,10
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-03 09:10:00.0;chuva;0,00
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-03 10:00:00.0;nível;8,10
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-03 10:10:00.0;chuva;0,00
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-03 11:00:00.0;nível;8,11
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-03 11:10:00.0;chuva;0,00
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-03 12:00:00.0;nível;8,11
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-03 12:10:00.0;chuva;0,00
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-03 13:00:00.0;nível;8,12
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-03 13:10:00.0;chuva;0,00
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-03 14:00:00.0;nível;8,12
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-03 14:10:00.0;chuva;0,00
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-03 15:00:00.0;nível;8,12
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-03 15:10:00.0;chuva;0,00
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-03 16:00:00.0;nível;8,13
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-03 16:10:00.0;chuva;0,00
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-03 17:00:00.0;nível;8,13
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-03 17:10:00.0;chuva;0,00
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-03 18:00:00.0;nível;8,13
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-03 18:10:00.0;chuva;0,00
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-03 19:00:00.0;nível;8,13
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-03 19:10:00.0;chuva;0,00
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-03 20:00:00.0;nível;8,13
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-03 20:10:00.0;chuva;0,00
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-03 21:00:00.0;nível;8,14
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-03 21:10:00.0;chuva;0,00
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-03 22:00:00.0;nível;8,14
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-03 22:10:00.0;chuva;0,00
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-03 23:00:00.0;nível;8,14
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-03 23:10:00.0;chuva;0,00
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-04 00:00:00.0;nível;8,14
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-04 00:10:00.0;chuva;0,00
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-04 01:00:00.0;nível;8,14
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-04 01:10:00.0;chuva;0,00
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-04 02:00:00.0;nível;8,15
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-04 02:10:00.0;chuva;0,00
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-04 03:00:00.0;nível;8,15
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-04 03:10:00.0;chuva;0,00
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-04 04:00:00.0;nível;8,15
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-04 04:10:00.0;chuva;0,00
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-04 05:00:00.0;nível;8,15
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-04 05:10:00.0;chuva;0,00
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-04 06:00:00.0;nível;8,15
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-04 06:10:00.0;chuva;0,00
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-04 07:00:00.0;nível;8,15
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-04 07:10:00.0;chuva;0,00
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-04 08:00:00.0;nível;8,15
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-04 08:10:00.0;chuva;0,00
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-04 09:00:00.0;nível;8,15
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-04 09:10:00.0;chuva;0,00
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-04 10:00:00.0;nível;8,15
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-04 10:10:00.0;chuva;0,00
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-04 11:00:00.0;nível;8,16
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-04 11:10:00.0;chuva;0,00
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-04 12:00:00.0;nível;8,16
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-04 12:10:00.0;chuva;0,00
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-04 13:00:00.0;nível;8,16
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-04 13:10:00.0;chuva;0,00
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-04 14:00:00.0;nível;8,16
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-04 14:10:00.0;chuva;0,00
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-04 15:00:00.0;nível;8,16
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-04 15:10:00.0;chuva;0,00
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-04 16:00:00.0;nível;8,16
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-04 16:10:00.0;chuva;0,00
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-04 17:00:00.0;nível;8,16
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-04 17:10:00.0;chuva;0,00
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-04 18:00:00.0;nível;8,16
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-04 18:10:00.0;chuva;0,00
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-04 19:00:00.0;nível;8,17
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-04 19:10:00.0;chuva;0,00
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-04 20:00:00.0;nível;8,16
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-04 20:10:00.0;chuva;0,00
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-04 21:00:00.0;nível;8,16
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-04 21:10:00.0;chuva;0,00
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-04 22:00:00.0;nível;8,16
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-04 22:10:00.0;chuva;0,00
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-04 23:00:00.0;nível;8,15
ALUMÍNIO;350115201H;SP;Rio Pirajibu;-23,5176;-47,2558;8,92;2025-11-04 23:10:00.0;chuva;0,00
BRAGANÇA PAULISTA;350760526H;SP;Rio Lavapés;-22,948083;-46,542944;6,69;2025-11-01 00:00:00.0;nível;35,00
BRAGANÇA PAULISTA;350760526H;SP;Rio Lavapés;-22,948083;-46,542944;6,69;2025-11-01 00:10:00.0;chuva;0,00
BRAGANÇA PAULISTA;350760526H;SP;Rio Lavapés;-22,948083;-46,542944;6,69;2025-11-01 01:00:00.0;nível;35,00
BRAGANÇA PAULISTA;350760526H;SP;Rio Lavapés;-22,948083;-46,542944;6,69;2025-11-01 01:10:00.0;chuva;0,00
BRAGANÇA PAULISTA;350760526H;SP;Rio Lavapés;-22,948083;-46,542944;6,69;2025-11-01 02:00:00.0;nível;35,00
BRAGANÇA PAULISTA;350760526H;SP;Rio Lavapés;-22,948083;-46,542944;6,69;2025-11-01 02:10:00.0;chuva;0,00
BRAGANÇA PAULISTA;350760526H;SP;Rio Lavapés;-22,948083;-46,542944;6,69;2025-11-01 03:00:00.0;nível;35,00
BRAGANÇA PAULISTA;350760526H;SP;Rio Lavapés;-22,948083;-46,542944;6,69;2025-11-01 03:10:00.0;chuva;0,00
BRAGANÇA PAULISTA;350760526H;SP;Rio Lavapés;-22,948083;-46,542944;6,69;2025-11-01 04:00:00.0;nível;35,00
BRAGANÇA PAULISTA;350760526H;SP;Rio Lavapés;-22,948083;-46,542944;6,69;2025-11-01 04:10:00.0;chuva;0,00
BRAGANÇA PAULISTA;350760526H;SP;Rio Lavapés;-22,948083;-46,542944;6,69;2025-11-01 05:00:00.0;nível;35,00
BRAGANÇA PAULISTA;350760526H;SP;Rio Lavapés;-22,948083;-46,542944;6,69;2025-11-01 05:10:00.0;chuva;0,00
BRAGANÇA PAULISTA;350760526H;SP;Rio Lavapés;-22,948083;-46,542944;6,69;2025-11-01 06:00:00.0;nível;35,00
BRAGANÇA PAULISTA;350760526H;SP;Rio Lavapés;-22,948083;-46,542944;6,69;2025-11-01 06:10:00.0;chuva;0,00
BRAGANÇA PAULISTA;350760526H;SP;Rio Lavapés;-22,948083;-46,542944;6,69;2025-11-01 07:00:00.0;nível;35,00
